Date,City,Temperature_C,Humidity_%,Precipitation_mm,Wind_Speed_km_h
2025-01-18,Sacramento,12.3,40.7,1.8,8.6
2025-01-18,San Jose,21.1,65.8,2.1,9.8
2025-01-18,Fresno,18.7,67.8,0.8,21.4
2025-01-18,Long Beach,16.3,67.8,0.4,15.8
2025-01-18,Oakland,9.5,62.1,2.0,7.0
2025-01-18,Bakersfield,12.5,67.8,2.0,9.3
2025-01-18,Anaheim,19.6,59.9,0.3,5.9
2025-01-19,Los Angeles,23.1,66.5,2.9,7.1
2025-01-19,San Francisco,15.0,80.7,5.6,6.9
2025-01-19,San Diego,20.3,76.1,0.9,6.6
2025-01-19,Sacramento,21.9,56.5,1.4,22.3
2025-01-19,San Jose,17.1,62.7,0.7,19.6
2025-01-19,Fresno,6.9,69.0,0.8,5.4
2025-01-19,Long Beach,27.4,75.7,5.5,9.1
2025-01-19,Oakland,16.4,89.0,1.7,24.3
2025-01-19,Bakersfield,19.4,69.4,1.6,14.8
2025-01-19,Anaheim,17.5,58.5,1.0,20.6
2025-01-20,Los Angeles,20.9,55.8,1.8,10.3
2025-01-20,San Francisco,17.8,63.3,2.9,19.3
2025-01-20,San Diego,19.0,50.7,1.6,19.6
2025-01-20,Sacramento,18.7,54.9,0.8,17.4
2025-01-20,San Jose,13.9,53.4,0.5,17.7
2025-01-20,Fresno,27.6,48.4,0.4,21.1
2025-01-20,Long Beach,14.8,71.6,3.3,24.9
2025-01-20,Oakland,16.1,82.6,2.1,12.5
2025-01-20,Bakersfield,15.1,49.7,0.6,6.7
2025-01-20,Anaheim,27.7,70.5,7.8,19.2
2025-01-21,Los Angeles,29.5,63.3,0.1,22.2
2025-01-21,San Francisco,9.6,71.0,1.4,20.8
2025-01-21,San Diego,16.8,56.4,1.7,24.2
2025-01-21,Sacramento,18.7,58.1,1.6,14.3
2025-01-21,San Jose,13.6,64.5,0.5,18.2
2025-01-21,Fresno,22.0,62.6,5.5,21.7
2025-01-21,Long Beach,26.8,59.9,3.2,8.2
2025-01-21,Oakland,16.8,78.3,1.2,8.4
2025-01-21,Bakersfield,11.9,48.6,0.5,12.1
2025-01-21,Anaheim,14.1,67.2,0.0,16.5
2025-01-22,Los Angeles,14.9,73.9,0.3,24.9
2025-01-22,San Francisco,9.7,65.8,0.6,5.7
2025-01-22,San Diego,23.1,54.4,0.3,5.5
2025-01-22,Sacramento,17.0,69.9,0.3,22.1
2025-01-22,San Jose,15.0,54.2,1.5,17.6
2025-01-22,Fresno,15.5,65.4,0.8,23.2
2025-01-22,Long Beach,14.6,77.6,1.0,11.3
2025-01-22,Oakland,25.2,66.5,4.4,11.9
2025-01-22,Bakersfield,24.8,47.8,1.8,20.6
2025-01-22,Anaheim,22.7,52.3,3.1,20.8
2025-01-23,Los Angeles,25.0,79.6,0.9,19.6
2025-01-23,San Francisco,11.7,72.3,4.5,9.5
2025-01-23,San Diego,31.5,65.2,0.8,20.5
2025-01-23,Sacramento,18.8,62.1,0.3,24.8
2025-01-23,San Jose,32.1,57.3,0.7,14.5
2025-01-23,Fresno,19.9,62.6,1.4,17.0
2025-01-23,Long Beach,23.6,71.2,0.8,16.4
2025-01-23,Oakland,12.4,68.1,2.2,8.7
2025-01-23,Bakersfield,22.2,66.3,2.4,7.6
2025-01-23,Anaheim,16.2,72.4,10.5,23.6
2025-01-24,Los Angeles,22.7,56.6,1.0,13.8
2025-01-24,San Francisco,17.3,86.5,0.6,22.8
2025-01-24,San Diego,22.8,55.9,3.7,14.5
2025-01-24,Sacramento,15.5,40.4,3.2,6.6
2025-01-24,San Jose,16.9,60.2,1.5,11.5
2025-01-24,Fresno,20.4,43.7,1.5,16.4
2025-01-24,Long Beach,25.5,53.9,2.9,8.9
2025-01-24,Oakland,16.0,64.5,1.3,19.9
2025-01-24,Bakersfield,15.4,69.5,0.5,21.5
2025-01-24,Anaheim,19.4,68.1,0.4,16.8
2025-01-25,Los Angeles,8.2,65.3,0.6,23.2
2025-01-25,San Francisco,12.2,64.2,2.7,15.1
2025-01-25,San Diego,19.8,62.6,1.0,19.6
2025-01-25,Sacramento,11.8,55.6,0.7,10.6
2025-01-25,San Jose,20.9,42.3,6.0,8.9
2025-01-25,Fresno,17.9,63.4,2.1,14.4
2025-01-25,Long Beach,19.7,76.5,0.8,19.6
2025-01-25,Oakland,5.8,86.0,0.0,6.4
2025-01-25,Bakersfield,20.0,58.4,2.8,21.8
2025-01-25,Anaheim,20.1,53.9,0.7,21.5
2025-01-26,Los Angeles,21.3,68.7,2.0,14.4
2025-01-26,San Francisco,21.3,81.6,0.6,8.2
2025-01-26,San Diego,15.3,65.2,0.3,8.6
2025-01-26,Sacramento,20.2,55.4,0.6,18.2
2025-01-26,San Jose,12.9,49.5,2.8,23.4
2025-01-26,Fresno,17.3,40.2,0.1,9.1
2025-01-26,Long Beach,20.1,75.5,5.3,10.7
2025-01-26,Oakland,11.5,71.0,0.5,6.0
2025-01-26,Bakersfield,17.1,42.3,0.1,10.8
2025-01-26,Anaheim,11.9,54.5,1.7,23.2
2025-01-27,Los Angeles,21.7,70.5,1.0,20.3
2025-01-27,San Francisco,14.1,65.5,0.9,9.4
2025-01-27,San Diego,22.0,74.0,0.4,23.4
2025-01-27,Sacramento,18.5,48.8,2.4,6.0
2025-01-27,San Jose,19.2,40.2,0.7,22.7
2025-01-27,Fresno,17.2,52.8,3.2,18.3
2025-01-27,Long Beach,13.3,71.6,2.0,13.0
2025-01-27,Oakland,16.8,66.9,0.4,23.4
2025-01-27,Bakersfield,20.1,49.1,2.2,11.9
2025-01-27,Anaheim,11.3,74.3,0.5,8.9
2025-01-28,Los Angeles,16.2,67.1,3.4,17.6
2025-01-28,San Francisco,19.9,71.6,3.1,18.4
2025-01-28,San Diego,17.2,52.9,1.2,11.9
2025-01-28,Sacramento,17.3,41.0,2.9,22.2
2025-01-28,San Jose,23.7,61.8,0.5,18.6
2025-01-28,Fresno,9.3,57.3,2.5,23.6
2025-01-28,Long Beach,28.7,60.5,4.8,18.2
2025-01-28,Oakland,9.3,87.5,1.5,20.8
2025-01-28,Bakersfield,13.5,49.5,0.3,5.9
2025-01-28,Anaheim,16.7,67.2,3.4,9.4
2025-01-29,Los Angeles,21.5,76.3,0.7,14.8
2025-01-29,San Francisco,18.4,72.0,0.2,5.6
2025-01-29,San Diego,20.1,52.1,1.8,24.8
2025-01-29,Sacramento,14.3,61.6,2.0,7.5
2025-01-29,San Jose,14.2,41.1,4.0,24.1
2025-01-29,Fresno,15.6,68.4,3.3,19.2
2025-01-29,Long Beach,25.0,77.6,0.3,18.0
2025-01-29,Oakland,19.6,69.6,1.5,19.3
2025-01-29,Bakersfield,17.3,68.7,1.0,11.8
2025-01-29,Anaheim,18.5,64.8,1.1,7.8
2025-01-30,Los Angeles,13.4,54.5,0.5,14.8
2025-01-30,San Francisco,16.0,63.9,0.8,22.4
2025-01-30,San Diego,15.5,52.6,0.5,10.2
2025-01-30,Sacramento,13.4,44.2,3.0,9.0
2025-01-30,San Jose,24.4,69.3,0.6,11.8
2025-01-30,Fresno,17.6,49.5,1.7,16.0
2025-01-30,Long Beach,15.3,50.4,2.4,12.1
2025-01-30,Oakland,17.8,89.1,4.2,15.0
2025-01-30,Bakersfield,10.2,58.1,1.8,22.2
2025-01-30,Anaheim,16.1,54.4,0.6,19.0
2025-01-31,Los Angeles,17.3,54.6,0.3,16.1
2025-01-31,San Francisco,14.9,81.6,2.0,12.8
2025-01-31,San Diego,26.5,63.6,0.2,16.4
2025-01-31,Sacramento,19.0,50.2,0.9,7.4
2025-01-31,San Jose,15.6,60.6,0.4,16.3
2025-01-31,Fresno,20.1,42.2,3.2,7.5
2025-01-31,Long Beach,27.1,75.9,4.2,10.8
2025-01-31,Oakland,20.7,61.3,1.7,19.0
2025-01-31,Bakersfield,14.1,48.5,4.8,12.0
2025-01-31,Anaheim,19.5,58.4,1.6,21.5
2025-02-01,Los Angeles,24.9,78.7,3.1,23.1
2025-02-01,San Francisco,32.1,66.4,0.9,20.8
2025-02-01,San Diego,12.8,76.9,0.6,6.9
2025-02-01,Sacramento,27.8,43.6,7.2,12.0
2025-02-01,San Jose,24.9,46.7,2.4,21.2
2025-02-01,Fresno,17.4,58.5,0.5,9.3
2025-02-01,Long Beach,24.5,70.0,1.2,6.7
2025-02-01,Oakland,20.4,75.7,3.9,8.5
2025-02-01,Bakersfield,25.4,68.9,0.2,19.7
2025-02-01,Anaheim,27.8,54.7,0.1,16.2
2025-02-02,Los Angeles,31.9,76.5,0.9,10.9
2025-02-02,San Francisco,10.0,61.8,0.1,20.4
2025-02-02,San Diego,15.3,77.4,3.5,18.0
2025-02-02,Sacramento,23.3,46.1,0.2,24.4
2025-02-02,San Jose,24.1,54.5,1.0,10.0
2025-02-02,Fresno,15.2,58.5,1.4,13.5
2025-02-02,Long Beach,18.8,54.8,1.2,17.4
2025-02-02,Oakland,17.8,61.0,0.2,17.0
2025-02-02,Bakersfield,20.6,61.1,4.6,22.0
2025-02-02,Anaheim,21.8,67.4,0.2,5.6
2025-02-03,Los Angeles,26.2,66.1,0.4,21.7
2025-02-03,San Francisco,16.6,75.0,1.0,14.1
2025-02-03,San Diego,19.0,58.7,0.6,11.4
2025-02-03,Sacramento,26.5,68.3,3.3,18.6
2025-02-03,San Jose,30.0,45.4,0.6,10.7
2025-02-03,Fresno,19.8,54.7,2.3,21.2
2025-02-03,Long Beach,24.0,57.7,0.5,21.0
2025-02-03,Oakland,22.2,67.2,0.5,14.7
2025-02-03,Bakersfield,28.4,44.9,7.8,21.3
2025-02-03,Anaheim,22.3,63.1,2.5,23.7
2025-02-04,Los Angeles,23.2,63.9,1.3,5.6
2025-02-04,San Francisco,21.6,66.5,1.0,13.2
2025-02-04,San Diego,27.6,72.3,3.1,16.2
2025-02-04,Sacramento,25.5,68.2,3.1,21.8
2025-02-04,San Jose,24.7,58.5,2.3,21.6
2025-02-04,Fresno,25.6,51.6,1.1,5.5
2025-02-04,Long Beach,24.9,61.0,2.8,24.3
2025-02-04,Oakland,21.4,81.1,0.7,19.6
2025-02-04,Bakersfield,21.1,49.5,2.3,17.5
2025-02-04,Anaheim,26.6,66.6,2.5,14.2
2025-02-05,Los Angeles,18.3,55.4,2.1,24.4
2025-02-05,San Francisco,11.4,64.6,3.9,21.7
2025-02-05,San Diego,26.4,54.8,2.3,22.0
2025-02-05,Sacramento,14.3,58.9,0.7,14.4
2025-02-05,San Jose,25.2,66.9,0.1,10.0
2025-02-05,Fresno,18.4,60.4,0.3,11.5
2025-02-05,Long Beach,24.6,73.0,1.1,8.2
2025-02-05,Oakland,16.9,89.7,5.2,7.0
2025-02-05,Bakersfield,21.7,40.2,2.5,19.5
2025-02-05,Anaheim,25.7,64.5,2.9,21.6
2025-02-06,Los Angeles,28.3,52.6,1.4,20.0
2025-02-06,San Francisco,19.8,62.3,5.3,10.5
2025-02-06,San Diego,25.8,70.4,0.4,11.8
2025-02-06,Sacramento,16.2,62.9,0.5,11.5
2025-02-06,San Jose,15.9,49.7,3.2,12.6
2025-02-06,Fresno,18.4,43.3,0.0,21.3
2025-02-06,Long Beach,18.0,68.8,2.1,12.3
2025-02-06,Oakland,21.9,78.0,1.5,18.4
2025-02-06,Bakersfield,18.2,62.8,0.5,15.5
2025-02-06,Anaheim,19.9,64.7,2.0,17.9
2025-02-07,Los Angeles,23.6,72.3,2.2,8.1
2025-02-07,San Francisco,20.3,69.8,2.8,18.1
2025-02-07,San Diego,23.2,50.2,0.5,7.2
2025-02-07,Sacramento,16.1,44.8,5.5,23.5
2025-02-07,San Jose,27.5,59.1,2.3,23.0
2025-02-07,Fresno,18.5,48.8,2.1,11.1
2025-02-07,Long Beach,28.9,56.9,2.2,5.8
2025-02-07,Oakland,19.0,61.3,0.6,7.0
2025-02-07,Bakersfield,24.0,65.5,1.8,16.4
2025-02-07,Anaheim,27.8,58.4,0.2,22.5
2025-02-08,Los Angeles,23.0,70.3,0.5,13.4
2025-02-08,San Francisco,30.3,81.6,2.3,13.8
2025-02-08,San Diego,24.4,70.2,1.8,8.2
2025-02-08,Sacramento,21.0,52.1,2.6,8.1
2025-02-08,San Jose,17.9,60.8,1.7,21.5
2025-02-08,Fresno,27.1,59.2,3.0,21.3
2025-02-08,Long Beach,13.2,69.9,6.9,8.7
2025-02-08,Oakland,11.0,73.0,6.1,21.4
2025-02-08,Bakersfield,19.3,42.3,0.1,7.0
2025-02-08,Anaheim,27.2,61.1,0.1,23.6
2025-02-09,Los Angeles,16.5,50.2,3.6,12.2
2025-02-09,San Francisco,11.4,63.9,0.0,11.1
2025-02-09,San Diego,21.0,61.1,3.6,24.4
2025-02-09,Sacramento,22.8,68.3,0.3,6.9
2025-02-09,San Jose,26.0,55.4,0.0,6.2
2025-02-09,Fresno,22.7,68.2,1.7,19.2
2025-02-09,Long Beach,19.9,78.4,0.2,19.6
2025-02-09,Oakland,20.7,60.2,0.3,7.2
2025-02-09,Bakersfield,27.7,68.6,6.2,8.6
2025-02-09,Anaheim,23.9,66.9,3.2,15.1
2025-02-10,Los Angeles,27.1,51.9,0.4,12.2
2025-02-10,San Francisco,15.3,70.5,3.3,24.8
2025-02-10,San Diego,26.8,62.0,0.7,23.5
2025-02-10,Sacramento,24.3,68.0,0.4,20.5
2025-02-10,San Jose,26.6,53.5,0.4,16.1
2025-02-10,Fresno,26.1,44.5,2.8,14.7
2025-02-10,Long Beach,23.2,76.3,0.5,5.0
2025-02-10,Oakland,24.1,79.6,1.0,7.1
2025-02-10,Bakersfield,21.6,65.0,0.8,7.4
2025-02-10,Anaheim,29.9,66.2,0.5,24.3
2025-02-11,Los Angeles,21.3,76.5,2.6,17.6
2025-02-11,San Francisco,14.3,74.6,8.9,7.0
2025-02-11,San Diego,23.2,69.0,0.0,17.4
2025-02-11,Sacramento,24.9,63.1,9.7,17.2
2025-02-11,San Jose,33.4,62.1,1.3,20.8
2025-02-11,Fresno,19.4,51.2,0.6,6.5
2025-02-11,Long Beach,24.2,57.8,0.3,12.9
2025-02-11,Oakland,26.8,71.3,1.2,6.7
2025-02-11,Bakersfield,24.3,68.7,3.4,14.1
2025-02-11,Anaheim,22.3,60.4,0.5,18.2
2025-02-12,Los Angeles,14.3,66.9,1.5,17.1
2025-02-12,San Francisco,20.6,71.8,2.3,23.2
2025-02-12,San Diego,18.9,73.9,0.9,14.6
2025-02-12,Sacramento,26.1,44.8,0.0,21.2
2025-02-12,San Jose,33.3,53.9,0.4,7.1
2025-02-12,Fresno,19.4,69.3,2.3,11.8
2025-02-12,Long Beach,16.2,72.5,1.8,7.4
2025-02-12,Oakland,15.4,77.6,2.3,24.9
2025-02-12,Bakersfield,22.7,52.5,9.7,23.9
2025-02-12,Anaheim,30.5,54.3,1.5,12.1
2025-02-13,Los Angeles,31.7,54.8,0.7,19.0
2025-02-13,San Francisco,18.4,69.0,1.0,18.5
2025-02-13,San Diego,20.5,58.7,1.4,20.2
2025-02-13,Sacramento,24.9,69.2,0.7,20.5
2025-02-13,San Jose,37.7,55.7,0.1,12.8
2025-02-13,Fresno,16.0,55.6,1.8,10.4
2025-02-13,Long Beach,23.9,70.6,6.6,14.1
2025-02-13,Oakland,20.1,60.0,2.4,24.9
2025-02-13,Bakersfield,18.1,60.7,1.1,20.9
2025-02-13,Anaheim,18.3,76.5,0.5,17.8
2025-02-14,Los Angeles,28.1,59.7,2.9,9.3
2025-02-14,San Francisco,15.8,75.2,0.8,13.7
2025-02-14,San Diego,16.1,54.0,2.4,9.8
2025-02-14,Sacramento,19.7,64.2,1.9,17.4
2025-02-14,San Jose,26.5,53.9,0.8,10.5
2025-02-14,Fresno,21.8,47.9,1.9,10.7
2025-02-14,Long Beach,15.5,50.2,0.7,16.5
2025-02-14,Oakland,10.0,87.6,1.8,13.7
2025-02-14,Bakersfield,17.5,66.2,1.3,24.7
2025-02-14,Anaheim,27.2,65.0,1.3,7.6
2025-02-15,Los Angeles,20.0,51.4,0.5,8.2
2025-02-15,San Francisco,10.2,87.5,2.2,23.2
2025-02-15,San Diego,24.6,70.3,1.1,24.6
2025-02-15,Sacramento,27.1,48.1,1.0,17.1
2025-02-15,San Jose,28.7,57.3,1.0,9.1
2025-02-15,Fresno,20.1,45.3,1.1,22.3
2025-02-15,Long Beach,22.5,68.3,0.1,18.4
2025-02-15,Oakland,16.3,60.4,0.2,14.5
2025-02-15,Bakersfield,26.3,61.3,1.0,15.8
2025-02-15,Anaheim,32.2,54.3,5.3,15.7
2025-02-16,Los Angeles,7.2,63.2,8.4,23.6
2025-02-16,San Francisco,16.9,79.0,2.8,23.5
2025-02-16,San Diego,25.8,52.3,3.9,20.2
2025-02-16,Sacramento,22.1,48.0,4.0,23.4
2025-02-16,San Jose,23.1,43.6,1.0,10.4
2025-02-16,Fresno,30.1,40.1,1.4,7.6
2025-02-16,Long Beach,17.6,62.2,4.2,22.3
2025-02-16,Oakland,23.5,83.3,0.5,5.5
2025-02-16,Bakersfield,25.9,51.3,0.9,11.8
2025-02-16,Anaheim,19.7,61.7,0.4,7.1
2025-02-17,Los Angeles,26.0,55.6,0.1,20.5
2025-02-17,San Francisco,19.8,63.0,7.5,18.5
2025-02-17,San Diego,28.0,69.9,5.7,12.3
2025-02-17,Sacramento,26.4,48.5,2.3,20.8
2025-02-17,San Jose,20.2,59.8,1.0,11.1
2025-02-17,Fresno,27.1,54.0,0.1,12.9
2025-02-17,Long Beach,19.9,74.9,1.0,21.8
2025-02-17,Oakland,19.1,71.4,4.5,6.1
2025-02-17,Bakersfield,21.9,63.4,1.8,11.4
2025-02-17,Anaheim,15.5,75.7,0.6,21.5
2025-02-18,Los Angeles,32.7,69.7,3.4,9.4
2025-02-18,San Francisco,15.4,72.7,5.0,23.3
2025-02-18,San Diego,27.2,67.0,0.6,22.4
2025-02-18,Sacramento,26.4,54.4,2.0,5.6
2025-02-18,San Jose,21.4,69.2,3.1,15.8
2025-02-18,Fresno,28.1,50.4,0.3,11.1
2025-02-18,Long Beach,17.3,53.7,2.8,12.6
2025-02-18,Oakland,20.0,77.2,0.3,22.2
2025-02-18,Bakersfield,28.9,50.9,2.3,14.1
2025-02-18,Anaheim,28.4,68.0,0.2,11.4
2025-02-19,Los Angeles,21.2,65.2,0.5,18.7
2025-02-19,San Francisco,18.4,71.2,0.5,22.4
2025-02-19,San Diego,17.9,57.7,1.2,7.6
2025-02-19,Sacramento,27.0,57.2,0.2,19.3
2025-02-19,San Jose,22.3,57.4,2.2,18.1
2025-02-19,Fresno,24.3,46.0,2.5,19.8
2025-02-19,Long Beach,27.8,79.8,1.8,16.2
2025-02-19,Oakland,26.2,70.3,0.7,10.9
2025-02-19,Bakersfield,22.6,67.2,1.1,15.0
2025-02-19,Anaheim,23.4,51.3,2.2,20.6
2025-02-20,Los Angeles,27.0,73.4,0.6,6.4
2025-02-20,San Francisco,10.3,85.9,0.4,23.2
2025-02-20,San Diego,24.0,64.0,1.6,7.7
2025-02-20,Sacramento,23.5,40.2,0.1,23.7
2025-02-20,San Jose,24.1,68.0,1.4,20.7
2025-02-20,Fresno,33.1,63.5,1.2,17.5
2025-02-20,Long Beach,22.0,68.6,2.3,8.6
2025-02-20,Oakland,17.7,70.7,5.7,8.5
2025-02-20,Bakersfield,28.6,51.0,2.0,8.7
2025-02-20,Anaheim,24.2,59.2,0.3,18.9
2025-02-21,Los Angeles,26.7,57.3,3.7,14.6
2025-02-21,San Francisco,18.7,77.6,0.8,14.5
2025-02-21,San Diego,21.9,67.2,3.6,23.7
2025-02-21,Sacramento,20.7,54.0,9.7,22.4
2025-02-21,San Jose,30.1,65.7,0.7,7.8
2025-02-21,Fresno,21.5,60.5,0.4,16.8
2025-02-21,Long Beach,29.2,64.5,0.0,22.8
2025-02-21,Oakland,15.4,64.8,2.2,14.5
2025-02-21,Bakersfield,28.9,62.1,0.1,9.2
2025-02-21,Anaheim,27.7,71.1,0.5,12.3
2025-02-22,Los Angeles,22.6,55.6,0.5,16.4
2025-02-22,San Francisco,2.5,82.4,0.2,16.0
2025-02-22,San Diego,20.6,75.7,0.7,6.9
2025-02-22,Sacramento,25.3,50.3,1.6,14.5
2025-02-22,San Jose,19.7,53.0,2.6,19.4
2025-02-22,Fresno,24.4,53.5,1.5,23.4
2025-02-22,Long Beach,28.4,75.6,1.1,14.4
2025-02-22,Oakland,12.6,79.5,1.6,24.5
2025-02-22,Bakersfield,24.1,68.3,2.8,13.2
2025-02-22,Anaheim,25.8,59.1,3.4,20.6
2025-02-23,Los Angeles,22.2,65.6,5.1,13.1
2025-02-23,San Francisco,15.7,81.0,4.4,19.8
2025-02-23,San Diego,24.8,78.6,0.7,23.0
2025-02-23,Sacramento,25.7,44.2,3.3,10.4
2025-02-23,San Jose,22.9,57.4,1.3,5.0
2025-02-23,Fresno,26.7,69.5,2.4,24.3
2025-02-23,Long Beach,26.3,68.9,2.2,5.8
2025-02-23,Oakland,30.9,87.9,0.9,16.9
2025-02-23,Bakersfield,17.6,68.1,1.4,15.7
2025-02-23,Anaheim,21.1,57.7,1.7,14.6
2025-02-24,Los Angeles,32.5,61.6,0.0,22.5
2025-02-24,San Francisco,19.2,86.5,1.2,10.8
2025-02-24,San Diego,31.1,76.0,0.6,8.9
2025-02-24,Sacramento,26.1,57.0,3.5,17.4
2025-02-24,San Jose,9.9,45.2,1.1,9.6
2025-02-24,Fresno,18.8,44.2,0.7,22.5
2025-02-24,Long Beach,27.6,64.2,2.5,19.9
2025-02-24,Oakland,12.7,78.9,0.5,14.6
2025-02-24,Bakersfield,20.3,53.4,4.2,5.6
2025-02-24,Anaheim,20.1,74.7,5.9,5.3
2025-02-25,Los Angeles,19.7,77.7,3.6,18.3
2025-02-25,San Francisco,17.8,64.9,5.1,11.9
2025-02-25,San Diego,19.6,52.0,1.4,7.0
2025-02-25,Sacramento,18.1,42.4,1.7,24.1
2025-02-25,San Jose,20.6,63.4,0.9,14.3
2025-02-25,Fresno,21.7,64.1,1.5,6.8
2025-02-25,Long Beach,30.3,59.9,0.5,6.5
2025-02-25,Oakland,15.2,78.8,1.0,15.5
2025-02-25,Bakersfield,23.6,61.0,0.9,6.6
2025-02-25,Anaheim,16.3,79.1,6.3,17.8
2025-02-26,Los Angeles,25.6,77.5,0.8,10.2
2025-02-26,San Francisco,15.4,87.2,0.1,14.0
2025-02-26,San Diego,26.9,57.7,0.8,11.0
2025-02-26,Sacramento,21.9,61.5,2.1,16.4
2025-02-26,San Jose,21.1,45.4,1.1,16.8
2025-02-26,Fresno,25.2,52.7,1.5,23.0
2025-02-26,Long Beach,19.9,77.5,5.7,12.6
2025-02-26,Oakland,15.6,63.7,8.9,17.8
2025-02-26,Bakersfield,23.6,55.1,5.4,9.1
2025-02-26,Anaheim,29.7,52.5,1.1,19.7
2025-02-27,Los Angeles,18.2,60.3,4.7,16.8
2025-02-27,San Francisco,25.2,62.9,4.1,13.4
2025-02-27,San Diego,27.8,77.9,0.0,11.8
2025-02-27,Sacramento,25.7,67.0,0.8,9.7
2025-02-27,San Jose,26.0,65.6,4.0,19.4
2025-02-27,Fresno,15.1,61.4,2.2,19.1
2025-02-27,Long Beach,23.1,50.4,1.4,19.2
2025-02-27,Oakland,11.5,83.4,0.0,22.3
2025-02-27,Bakersfield,22.8,60.0,0.5,7.6
2025-02-27,Anaheim,19.7,69.1,1.0,23.2
2025-02-28,Los Angeles,27.6,60.0,1.3,16.3
2025-02-28,San Francisco,18.0,66.5,0.8,15.2
2025-02-28,San Diego,25.2,69.7,1.2,16.8
2025-02-28,Sacramento,28.0,64.7,0.6,21.5
2025-02-28,San Jose,18.9,52.9,2.9,10.9
2025-02-28,Fresno,20.4,52.6,1.5,6.7
2025-02-28,Long Beach,16.6,59.7,3.3,18.9
2025-02-28,Oakland,19.7,67.9,0.6,15.8
2025-02-28,Bakersfield,21.8,62.5,3.3,24.1
2025-02-28,Anaheim,22.1,51.2,0.0,23.8
2025-03-01,Los Angeles,28.0,79.7,1.1,11.9
2025-03-01,San Francisco,33.9,89.8,2.1,8.7
2025-03-01,San Diego,31.4,53.8,1.7,24.6
2025-03-01,Sacramento,32.9,56.8,1.3,7.2
2025-03-01,San Jose,20.0,44.4,0.5,22.1
2025-03-01,Fresno,32.0,50.1,1.3,22.9
2025-03-01,Long Beach,30.5,62.5,2.0,5.7
2025-03-01,Oakland,21.7,75.4,0.1,23.6
2025-03-01,Bakersfield,22.4,52.3,1.4,21.3
2025-03-01,Anaheim,33.8,66.0,1.3,18.0
2025-03-02,Los Angeles,23.4,77.6,3.4,10.9
2025-03-02,San Francisco,22.0,77.5,0.7,16.2
2025-03-02,San Diego,15.1,63.4,0.0,15.2
2025-03-02,Sacramento,26.6,68.5,0.4,18.2
2025-03-02,San Jose,28.4,43.2,0.4,11.8
2025-03-02,Fresno,31.6,51.4,3.0,6.8
2025-03-02,Long Beach,22.1,72.0,1.6,23.5
2025-03-02,Oakland,11.8,65.3,1.0,6.7
2025-03-02,Bakersfield,25.5,45.2,2.1,16.4
2025-03-02,Anaheim,25.7,62.2,0.7,13.1
2025-03-03,Los Angeles,27.3,68.7,6.9,16.1
2025-03-03,San Francisco,26.0,61.4,0.2,15.2
2025-03-03,San Diego,25.8,54.9,3.3,23.7
2025-03-03,Sacramento,26.3,62.8,0.2,15.7
2025-03-03,San Jose,27.8,60.3,3.3,12.9
2025-03-03,Fresno,26.3,45.7,0.0,21.5
2025-03-03,Long Beach,32.5,60.6,0.1,22.7
2025-03-03,Oakland,24.1,72.4,0.9,15.5
2025-03-03,Bakersfield,32.7,55.2,0.6,9.1
2025-03-03,Anaheim,23.0,73.9,3.1,9.4
2025-03-04,Los Angeles,18.5,78.7,2.4,6.4
2025-03-04,San Francisco,14.4,73.2,3.6,11.0
2025-03-04,San Diego,34.4,72.6,0.2,15.5
2025-03-04,Sacramento,25.5,60.5,0.5,24.5
2025-03-04,San Jose,33.9,46.7,0.9,15.9
2025-03-04,Fresno,24.3,56.4,1.2,14.5
2025-03-04,Long Beach,28.2,62.9,2.3,24.4
2025-03-04,Oakland,19.4,85.2,0.1,22.2
2025-03-04,Bakersfield,33.6,49.0,1.1,22.4
2025-03-04,Anaheim,33.7,53.0,0.5,19.5
2025-03-05,Los Angeles,37.6,73.6,0.3,18.5
2025-03-05,San Francisco,22.8,60.4,0.7,20.4
2025-03-05,San Diego,32.0,77.2,4.4,9.1
2025-03-05,Sacramento,24.3,63.5,1.5,16.4
2025-03-05,San Jose,18.7,46.8,0.2,8.6
2025-03-05,Fresno,27.2,67.2,1.4,17.4
2025-03-05,Long Beach,23.6,53.0,1.4,9.6
2025-03-05,Oakland,22.4,83.2,0.3,22.1
2025-03-05,Bakersfield,19.5,63.1,2.6,8.7
2025-03-05,Anaheim,34.5,72.1,3.2,13.4
2025-03-06,Los Angeles,19.5,66.9,1.8,24.7
2025-03-06,San Francisco,27.6,86.6,1.6,16.5
2025-03-06,San Diego,30.5,55.7,2.9,20.7
2025-03-06,Sacramento,40.0,68.2,1.2,19.5
2025-03-06,San Jose,24.2,58.3,0.3,17.4
2025-03-06,Fresno,28.7,67.4,0.4,7.1
2025-03-06,Long Beach,26.0,69.7,2.0,6.1
2025-03-06,Oakland,21.8,65.0,2.7,21.0
2025-03-06,Bakersfield,35.5,66.8,4.3,13.6
2025-03-06,Anaheim,32.5,52.0,0.2,17.5
2025-03-07,Los Angeles,32.0,54.9,0.6,17.6
2025-03-07,San Francisco,25.3,74.0,3.6,7.9
2025-03-07,San Diego,17.1,64.6,0.9,16.3
2025-03-07,Sacramento,32.6,45.5,1.1,5.2
2025-03-07,San Jose,41.3,52.9,0.7,8.2
2025-03-07,Fresno,35.0,60.3,4.1,13.5
2025-03-07,Long Beach,26.0,62.4,0.3,21.8
